probability_of_a_match,number_of_rounds,probability_of_win
0.58,32,0.900305816640937
0.58,33,0.9037718798374621
0.58,34,0.9070980401195091
0.58,35,0.9102913887780587
0.58,36,0.9133585362976225
0.58,37,0.9163056561109203
0.58,38,0.9191385232577268
0.58,39,0.9218625486667875
0.58,40,0.9244828096618047
0.58,41,0.9270040771964302
0.58,42,0.9294308402445377
0.58,43,0.9317673277072562
0.58,44,0.934017528144607
0.58,45,0.9361852075950101
0.58,46,0.9382739257086337
0.58,47,0.9402870503893096
0.58,48,0.9422277711133855
0.58,49,0.9440991110715752
0.58,50,0.9459039382609655
0.58,51,0.9476449756381738
0.58,52,0.9493248104308759
0.58,53,0.9509459026930571
0.58,54,0.9525105931791729
0.58,55,0.9540211106035701
0.58,56,0.9554795783439174
0.58,57,0.9568880206407705
0.58,58,0.9582483683396138
0.58,59,0.9595624642166959
0.58,60,0.960832067925574
0.58,61,0.9620588605973881
0.58,62,0.9632444491245141
0.58,63,0.9643903701542099
0.58,64,0.9654980938162488
0.58,65,0.9665690272061626
0.58,66,0.9676045176436397
0.58,67,0.9686058557237786
0.58,68,0.9695742781772357
0.58,69,0.9705109705538351
0.58,70,0.9714170697429005
0.58,71,0.9722936663423688
0.58,72,0.973141806887719
0.58,73,0.9739624959507507
0.58,74,0.9747566981174469
0.58,75,0.9755253398533301
0.58,76,0.9762693112640577
0.58,77,0.976989467758364
0.58,78,0.9776866316198709
0.58,79,0.9783615934937876
0.58,80,0.979015113794049
0.58,81,0.9796479240359954
0.58,82,0.9802607280993292
0.58,83,0.9808542034257196
0.58,84,0.9814290021550912
0.58,85,0.9819857522043607
0.58,86,0.9825250582920861
0.58,87,0.9830475029122696
0.58,88,0.9835536472603031
0.58,89,0.9840440321138635
0.58,90,0.9845191786713445
0.58,91,0.9849795893502572
0.58,92,0.9854257485478474
0.58,93,0.9858581233660536
0.58,94,0.98627716430277
0.58,95,0.9866833059112475
0.58,96,0.987076967429372
0.58,97,0.9874585533804282
0.58,98,0.987828454146856
0.58,99,0.9881870465184235
0.58,100,0.9885346942161535
0.59,1,0.59
0.59,2,0.6335419999999999
0.59,3,0.6651404294
0.59,4,0.6906192963061999
0.59,5,0.7121909789723342
0.59,6,0.7309764631053105
0.59,7,0.7476385613484561
0.59,8,0.7626092185899475
0.59,9,0.7761894760401353
0.59,10,0.7885997188651147
0.59,11,0.8000074622746925
0.59,12,0.8105438615012948
0.59,13,0.8203140888974694
0.59,14,0.8294041581556797
0.59,15,0.8378855823479866
0.59,16,0.8458186541948469
0.59,17,0.8532548182538996
0.59,18,0.8602384261167466
0.59,19,0.8668080612246122
0.59,20,0.8729975564989211
0.59,21,0.8788367882356566
0.59,22,0.8843523040872538
0.59,23,0.8895678260175771
0.59,24,0.8945046576673631
0.59,25,0.8991820176736885
0.59,26,0.903617314944967
0.59,27,0.9078263779377388
0.59,28,0.9118236471163631
0.59,29,0.9156223376725783
0.59,30,0.9192345780171477
0.59,31,0.9226715283785965
0.59,32,0.9259434829488223
0.59,33,0.9290599583278142
0.59,34,0.9320297704866979
0.59,35,0.934861102051561
0.59,36,0.9375615613819775
0.59,37,0.9401382346571984
0.59,38,0.9425977319742329
0.59,39,0.9449462282939325
0.59,40,0.9471894999349386
0.59,41,0.9493329572042788
0.59,42,0.9513816736623142
0.59,43,0.9533404124446706
0.59,44,0.9552136500015741
0.59,45,0.9570055975632241
0.59,46,0.9587202205965363
0.59,47,0.9603612564821883
0.59,48,0.96193223061022
0.59,49,0.963436471066438
0.59,50,0.9648771220597784
0.59,51,0.9662571562219231
0.59,52,0.9675793858943189
0.59,53,0.9688464735038778
0.59,54,0.9700609411166694
0.59,55,0.9712251792486012
0.59,56,0.9723414550030913
0.59,57,0.9734119195979568
0.59,58,0.9744386153369482
0.59,59,0.9754234820754013
0.59,60,0.9763683632242733
0.59,61,0.9772750113322584
0.59,62,0.9781450932816323
0.59,63,0.9789801951299255
0.59,64,0.9797818266263629
0.59,65,0.9805514254292217
0.59,66,0.9812903610477787
0.59,67,0.9819999385302901
0.59,68,0.9826814019175021
0.59,69,0.9833359374793988
0.59,70,0.9839646767513384
0.59,71,0.9845686993843
0.59,72,0.9851490358226876
0.59,73,0.9857066698220147
0.59,74,0.9862425408177249
0.59,75,0.9867575461555012
0.59,76,0.9872525431925687
0.59,77,0.987728351278707
0.59,78,0.988185753625035
0.59,79,0.9886254990679685
0.59,80,0.9890483037351925
0.59,81,0.9894548526199736
0.59,82,0.9898458010696476
0.59,83,0.9902217761936993
0.59,84,0.9905833781964425
0.59,85,0.9909311816389519
0.59,86,0.9912657366345653
0.59,87,0.9915875699819622
0.59,88,0.9918971862395528
0.59,89,0.9921950687446542
0.59,90,0.9924816805806809
0.59,91,0.9927574654953722
0.59,92,0.993022848772875
0.59,93,0.9932782380622989
0.59,94,0.9935240241652168
0.59,95,0.9937605817843932
0.59,96,0.9939882702359069
0.59,97,0.9942074341266659
0.59,98,0.9944184039992167
0.59,99,0.9946214969456068
0.59,100,0.9948170171919746
0.6,1,0.6
0.6,2,0.648
0.6,3,0.68256
0.6,4,0.7102080000000001
0.6,5,0.7334323199999998
0.6,6,0.75349813248
0.6,7,0.7711560474624
0.6,8,0.7868968173895678
0.6,9,0.8010635103240191
0.6,10,0.8139079785845883
0.6,11,0.8256221336382273
0.6,12,0.8363565593601073
0.6,13,0.8462322310242372
0.6,14,0.8553482356372797
0.6,15,0.8637870513362109
0.6,16,0.8716182723048187
0.6,17,0.8789013078056244
0.6,18,0.8856873832369632
0.6,19,0.8920210536395459
0.6,20,0.8979413687105918
0.6,21,0.9034827836170904
0.6,22,0.908675881015181
0.6,23,0.9135479505741168
0.6,24,0.9181234593772911
0.6,25,0.9224244376522751
0.6,26,0.9264707980133801
0.6,27,0.9302806019226051
0.6,28,0.933870283828186
0.6,29,0.9372548410534478
0.6,30,0.9404479957321777
0.6,31,0.9434623337488984
0.6,32,0.9463094246240465
0.6,33,0.9489999255010614
0.6,34,0.9515436717847846
0.6,35,0.9539497565049182
0.6,36,0.9562266001029415
0.6,37,0.958382012042404
0.6,38,0.9604232454034513
0.6,39,0.9623570454297067
0.6,40,0.9641896928392044
0.6,41,0.9659270425834079
0.6,42,0.967574558633521
0.6,43,0.9691373452867713
0.6,44,0.970620175413576
0.6,45,0.9720275160066525
0.6,46,0.973363551343013
0.6,47,0.9746322040276268
0.6,48,0.9758371541519066
0.6,49,0.9769818567699728
0.6,50,0.978069557869915
0.6,51,0.9791033089952996
0.6,52,0.9800859806533124
0.6,53,0.9810202746296998
0.6,54,0.98190873531668
0.6,55,0.9827537601478515
0.6,56,0.9835576092236139
0.6,57,0.9843224142014103
0.6,58,0.9850501865171242
0.6,59,0.9857428249969072
0.6,60,0.9864021229125783
0.6,61,0.9870297745282973
0.6,62,0.9876273811814272
0.6,63,0.9881964569362792
0.6,64,0.9887384338456625
0.6,65,0.9892546668518495
0.6,66,0.9897464383555893
0.6,67,0.9902149624791533
0.6,68,0.9906613890470376
0.6,69,0.9910868073058456
0.6,70,0.9914922494029356
0.6,71,0.9918786936417616
0.6,72,0.9922470675302651
0.6,73,0.9925982506373056
0.6,74,0.9929330772708672
0.6,75,0.9932523389906528
0.6,76,0.9935567869666397
0.6,77,0.9938471341942653
0.6,78,0.994124057576042
0.6,79,0.9943881998786602
0.6,80,0.9946401715739178
0.6,81,0.9948805525711926
0.6,82,0.9951098938485926
0.6,83,0.995328718989371
0.6,84,0.9955375256297277
0.6,85,0.9957367868236684
0.6,86,0.9959269523301681
0.6,87,0.9961084498275339
0.6,88,0.9962816860595026
0.6,89,0.9964470479172908
0.6,90,0.9966049034615346
0.6,91,0.9967556028877724
0.6,92,0.9968994794388883
0.6,93,0.9970368502676932
0.6,94,0.9971680172526167
0.6,95,0.9972932677692834
0.6,96,0.9974128754205681
0.6,97,0.9975271007275454
0.6,98,0.9976361917836105
0.6,99,0.997740384873893
0.6,100,0.997839905061945
0.61,1,0.61
0.61,2,0.662338
0.61,3,0.6996916306000001
0.61,4,0.7293130596657998
0.61,5,0.7539773425774383
0.61,6,0.7751008210342819
0.61,7,0.7935268312921865
0.61,8,0.8098085804135071
0.61,9,0.8243339358483651
0.61,10,0.8373883569561866
0.61,11,0.8491898147260791
0.61,12,0.8599096152483713
0.61,13,0.8696855373346757
0.61,14,0.878630506043644
0.61,15,0.8868385371162609
0.61,16,0.8943889407393396
0.61,17,0.9013493746993202
0.61,18,0.9077781133922163
0.61,19,0.9137257681395942
0.61,20,0.919236614600946
0.61,21,0.9243496330562531
0.61,22,0.92909933502875
0.61,23,0.9335164283258461
0.61,24,0.9376283580903727
0.61,25,0.9414597514467142
0.61,26,0.9450327862862519
0.61,27,0.9483674997019917
0.61,28,0.9514820479275502
0.61,29,0.9543929269459305
0.61,30,0.957115160928892
0.61,31,0.959662464156108
0.61,32,0.9620473809111428
0.61,33,0.9642814069642325
0.61,34,0.9663750955625328
0.61,35,0.9683381503081143
0.61,36,0.9701795068769251
0.61,37,0.9719074051918214
0.61,38,0.9735294533899465
0.61,39,0.9750526847044222
0.61,40,0.9764836082012404
0.61,41,0.9778282541658188
0.61,42,0.9790922148132734
0.61,43,0.9802806808969137
0.61,44,0.9813984747066965
0.61,45,0.9824500798802972
0.61,46,0.9834396683914601
0.61,47,0.9843711250314308
0.61,48,0.9852480696579135
0.61,49,0.986073877450865
0.61,50,0.9868516973844358
0.61,51,0.9875844690987333
0.61,52,0.9882749383330072
0.61,53,0.9889256710628483
0.61,54,0.9895390664675685
0.61,55,0.9901173688396334
0.61,56,0.9906626785356429
0.61,57,0.9911769620574838
0.61,58,0.9916620613428381
0.61,59,0.9921197023358854
0.61,60,0.9925515029017418
0.61,61,0.9929589801417237
0.61,62,0.993343557160819
0.61,63,0.9937065693337107
0.61,64,0.9940492701112147
0.61,65,0.9943728364049949
0.61,66,0.9946783735848853
0.61,67,0.9949669201199635
0.61,68,0.9952394518916781
0.61,69,0.9954968862048038
0.61,70,0.9957400855196933
0.61,71,0.9959698609272558
0.61,72,0.9961869753862346
0.61,73,0.996392146740683
0.61,74,0.9965860505340345
0.61,75,0.9967693226348033
0.61,76,0.9969425616876879
0.61,77,0.9971063314027634
0.61,78,0.997261162694403
0.61,79,0.9974075556806479
0.61,80,0.9975459815529052
0.61,81,0.9976768843250692
0.61,82,0.9978006824704804
0.61,83,0.9979177704544641
0.61,84,0.9980285201696277
0.61,85,0.9981332822805481
0.61,86,0.9982323874839776
0.61,87,0.9983261476902616
0.61,88,0.9984148571312259
0.61,89,0.9984987933994302
0.61,90,0.9985782184233047
0.61,91,0.9986533793823964
0.61,92,0.9987245095666261
0.61,93,0.998791829183181
0.61,94,0.9988555461144504
0.61,95,0.9989158566301195
0.61,96,0.998972946056374
0.61,97,0.999026989404929
0.61,98,0.9990781519644318
0.61,99,0.9991265898566082
0.61,100,0.9991724505593578
0.62,1,0.62
0.62,2,0.676544
0.62,3,0.7165092992
0.62,4,0.7478953808383999
0.62,5,0.7737763437574247
0.62,6,0.7957275412668245
0.62,7,0.8146904490886114
0.62,8,0.8312846188247741
0.62,9,0.8459455677866737
0.62,10,0.858994463960496
0.62,11,0.8706768797269958
0.62,12,0.88118595613542
0.62,13,0.8906770533424152
0.62,14,0.8992774475807535
0.62,15,0.9070929944134561
0.62,16,0.9142128533707573
0.62,17,0.9207129286058252
0.62,18,0.9266584327161321
0.62,19,0.9321058357043086
0.62,20,0.9371043726862591
0.62,21,0.9416972284067548
0.62,22,0.9459224807036787
0.62,23,0.9498138612463766
0.62,24,0.9534013757258271
0.62,25,0.9567118145036482
0.62,26,0.9597691768577822
0.62,27,0.9625950263271924
0.62,28,0.9652087905608692
0.62,29,0.9676280160565823
0.62,30,0.969868585920515
0.62,31,0.971944907076289
0.62,32,0.9738700720519232
0.62,33,0.975655999470694
0.62,34,0.9773135565913647
0.62,35,0.9788526666302587
0.62,36,0.9802824031123323
0.62,37,0.9816110731110841
0.62,38,0.9828462909259235
0.62,39,0.9839950434937246
0.62,40,0.9850637486261854
0.62,41,0.9860583069965564
0.62,42,0.9869841486607903
0.62,43,0.987846274783446
0.62,44,0.9886492951430884
0.62,45,0.9893974619119819
0.62,46,0.9900947001376202
0.62,47,0.9907446352968551
0.62,48,0.9913506182452363
0.62,49,0.9919157478431809
0.62,50,0.992442891505538
0.62,51,0.9929347038910691
0.62,52,0.9933936439224864
0.62,53,0.9938219903053481
0.62,54,0.9942218556947535
0.62,55,0.9945951996419602
0.62,56,0.9949438404383909
0.62,57,0.9952694659616749
0.62,58,0.9955736436171582
0.62,59,0.9958578294584569
0.62,60,0.9961233765619347
0.62,61,0.9963715427223321
0.62,62,0.996603497530009
0.62,63,0.996820328884225
0.62,64,0.9970230489915806
0.62,65,0.9972125998939607
0.62,66,0.9973898585661303
0.62,67,0.9975556416192933
0.62,68,0.9977107096435994
0.62,69,0.9978557712195134
0.62,70,0.9979914866252552
0.62,71,0.9981184712650663
0.62,72,0.99823729884086
0.62,73,0.9983485042878195
0.62,74,0.9984525864927248
0.62,75,0.9985500108121549
0.62,76,0.9986412114062614
0.62,77,0.9987265934024647
0.62,78,0.9988065349022236
0.62,79,0.9988813888429466
0.62,80,0.9989514847260904
0.62,81,0.999017130221614
0.62,82,0.9990786126581079
0.62,83,0.9991362004071859
0.62,84,0.9991901441700202
0.62,85,0.999240678173294
0.62,86,0.9992880212812453
0.62,87,0.999332378029987
0.62,88,0.9993739395897715
0.62,89,0.9994128846604508
0.62,90,0.999449380304978
0.62,91,0.9994835827254054
0.62,92,0.9995156379855318
0.62,93,0.9995456826839944
0.62,94,0.9995738445813532
0.62,95,0.9996002431844245
0.62,96,0.9996249902908871
0.62,97,0.9996481904969694
0.62,98,0.9996699416707995
0.62,99,0.9996903353938222
0.62,100,0.9997094573725166
0.63,1,0.63
0.63,2,0.690606
0.63,3,0.7329877758000001
0.63,4,0.7659184155966
0.63,5,0.792784878074656
0.63,6,0.8153301387277416
0.63,7,0.8345995730079339
0.63,8,0.8512830492077244
0.63,9,0.8658664928408663
0.63,10,0.8787086733042109
0.63,11,0.8900840199150323
0.63,12,0.9002082852231473
0.63,13,0.9092548224892131
0.63,14,0.9173653910919827
0.63,15,0.9246576033227325
0.63,16,0.9312302200505518
0.63,17,0.9371670182676638
0.63,18,0.9425396809647804
0.63,19,0.9474099996997165
0.63,20,0.9518315826463694
0.63,21,0.9558511994873424
0.63,22,0.9595098547359959
0.63,23,0.9628436546590712
0.63,24,0.9658845150323839
0.63,25,0.9686607445317095
0.63,26,0.9711975297891771
0.63,27,0.9735173418522
0.63,28,0.9756402791981408
0.63,29,0.9775843590726869
0.63,30,0.9793657663877987
0.63,31,0.9809990674987323
0.63,32,0.982497394713344
0.63,33,0.9838726062536398
0.63,34,0.9851354255053241
0.63,35,0.9862955626951494
0.63,36,0.987361821583574
0.63,37,0.9883421933185362
0.63,38,0.9892439392403545
0.63,39,0.9900736641392061
0.63,40,0.9908373812311048
0.63,41,0.9915405699248852
0.63,42,0.9921882272929887
0.63,43,0.9927849140262232
0.63,44,0.9933347955419877
0.63,45,0.9938416788226809
0.63,46,0.9943090454828111
0.63,47,0.9947400814972176
0.63,48,0.9951377039666266
0.63,49,0.9955045852488688
0.63,50,0.9958431747430898
0.63,51,0.9961557185790566
0.63,52,0.9964442774333538
0.63,53,0.9967107426679864
0.63,54,0.996956850964223
0.63,55,0.9971841976046761
0.63,56,0.9973942485394388
0.63,57,0.9975883513569792
0.63,58,0.9977677452673258
0.63,59,0.9979335701934534
0.63,60,0.9980868750565992
0.63,61,0.9982286253322094
0.63,62,0.9983597099452782
0.63,63,0.9984809475667847
0.63,64,0.998593092366679
0.63,65,0.9986968392733221
0.63,66,0.9987928287843403
0.63,67,0.9988816513694131
0.63,68,0.9989638515016281
0.63,69,0.9990399313504696
0.63,70,0.9991103541663767
0.63,71,0.9991755473839747
0.63,72,0.9992359054685409
0.63,73,0.9992917925279935
0.63,74,0.9993435447106224
0.63,75,0.999391472406955
0.63,76,0.9994358622724551
0.63,77,0.9994769790862673
0.63,78,0.9995150674598472
0.63,79,0.9995503534080947
0.63,80,0.9995830457944797
0.63,81,0.999613337660664
0.63,82,0.9996414074501754
0.63,83,0.9996674201348923
0.63,84,0.999691528252321
0.63,85,0.999713872860959
0.63,86,0.999734584420446
0.63,87,0.9997537836025937
0.63,88,0.9997715820388937
0.63,89,0.9997880830096375
0.63,90,0.999803382079338
0.63,91,0.9998175676827445
0.63,92,0.9998307216654242
0.63,93,0.9998429197824971
0.63,94,0.9998542321588758
0.63,95,0.9998647237140379
0.63,96,0.999874454554144
0.63,97,0.999883480334067
0.63,98,0.9998918525916946
0.63,99,0.99989961905668
0.63,100,0.9999068239356431
0.64,1,0.64
0.64,2,0.704512
0.64,3,0.7491026944000002
0.64,4,0.7833483476991999
0.64,5,0.8109640425196749
0.64,6,0.8338696044315698
0.64,7,0.8532202231347382
0.64,8,0.86977992974609
0.64,9,0.8840875162582977
0.64,10,0.8965408395585234
0.64,11,0.9074439731743369
0.64,12,0.9170355589355647
0.64,13,0.925506847479881
0.64,14,0.9330137124053058
0.64,15,0.9396849560236034
0.64,16,0.9456282335382723
0.64,17,0.9509343917033689
0.64,18,0.9556807189693528
0.64,19,0.9599334281996741
0.64,20,0.9637495856361625
0.64,21,0.9671786320622944
0.64,22,0.970263598172752
0.64,23,0.9730420869227091
0.64,24,0.9755470757365834
0.64,25,0.9778075776422237
0.64,26,0.979849190627337
0.64,27,0.9816945574904352
0.64,28,0.9833637533303361
0.64,29,0.984874614021995
0.64,30,0.9862430161800237
0.64,31,0.9874831169517162
0.64,32,0.9886075603249852
0.64,33,0.9896276553532145
0.64,34,0.9905535306952005
0.64,35,0.9913942690763281
0.64,36,0.9921580246470605
0.64,37,0.9928521257097415
0.64,38,0.9934831648769553
0.64,39,0.9940570783932422
0.64,40,0.9945792160809209
0.64,41,0.9950544031477241
0.64,42,0.9954869949094558
0.64,43,0.9958809253274539
0.64,44,0.9962397501323867
0.64,45,0.9965666851982924
0.64,46,0.9968646407399567
0.64,47,0.9971362518299021
0.64,48,0.9973839056659222
0.64,49,0.9976097659643723
0.64,50,0.9978157948067404
0.64,51,0.9980037722260552
0.64,52,0.998175313784425
0.64,53,0.9983318863625013
0.64,54,0.9984748223552867
0.64,55,0.9986053324457657
0.64,56,0.9987245171078847
0.64,57,0.9988333769729881
0.64,58,0.9989328221785996
0.64,59,0.9990236808050788
0.64,60,0.9991067064939685
0.64,61,0.9991825853315593
0.64,62,0.9992519420720802
0.64,63,0.9993153457669504
0.64,64,0.9993733148594032
0.64,65,0.9994263217975414
0.64,66,0.9994747972133137
0.64,67,0.9995191337099493
0.64,68,0.9995596892960307
0.64,69,0.9995967905004273
0.64,70,0.9996307351988768
0.64,71,0.9996617951798674
0.64,72,0.9996902184746974
0.64,73,0.9997162314741256
0.64,74,0.999740040851794
0.64,75,0.9997618353126151
0.64,76,0.9997817871825406
0.64,77,0.9998000538545259
0.64,78,0.9998167791040707
0.64,79,0.9998320942864242
0.64,80,0.9998461194263795
0.64,81,0.9998589642105559
0.64,82,0.9998707288911026
0.64,83,0.9998815051089286
0.64,84,0.9998913766437932
0.64,85,0.999900420097905
0.64,86,0.999908705519053
0.64,87,0.9999162969687408
0.64,88,0.9999232530402663
0.64,89,0.9999296273312657
0.64,90,0.9999354688747795
0.64,91,0.9999408225325783
0.64,92,0.9999457293540952
0.64,93,0.99995022690403
0.64,94,0.9999543495614149
0.64,95,0.9999581287926674
0.64,96,0.9999615934009302
0.64,97,0.9999647697537846
0.64,98,0.9999676819912628
0.64,99,0.9999703522158623
0.64,100,0.9999728006661718
0.65,1,0.65
0.65,2,0.71825
0.65,3,0.764830625
0.65,4,0.8001542656250001
0.65,5,0.8282807144726563
0.65,6,0.8513162760788868
0.65,7,0.8705317737187508
0.65,8,0.8867688692244358
0.65,9,0.9006211413277232
0.65,10,0.9125263996298265
0.65,11,0.9228184954319946
0.65,12,0.9317585841037872
0.65,13,0.9395550864329796
0.65,14,0.946377025971023
0.65,15,0.9523632779156559
0.65,16,0.9576291842096181
0.65,17,0.9622714097268893
0.65,18,0.9663715871469964
0.65,19,0.969999105225619
0.65,20,0.9732132771652827
0.65,21,0.9760650512187495
0.65,22,0.9785983771695792
0.65,23,0.980851309998124
0.65,24,0.9828569099835348
0.65,25,0.9846439831372024
0.65,26,0.9862376949756426
0.65,27,0.9876600827914506
0.65,28,0.988930485835088
0.65,29,0.9900659085553394
0.65,30,0.9910813288398117
0.65,31,0.9919899607577011
0.65,32,0.9928034794312818
0.65,33,0.9935322142056007
0.65,34,0.9941853151434936
0.65,35,0.9947708969697193
0.65,36,0.9952961638678439
0.65,37,0.9957675179551747
0.65,38,0.9961906537933013
0.65,39,0.9965706409110936
0.65,40,0.9969119960052428
0.65,41,0.997218746226723
0.65,42,0.9974944847489823
0.65,43,0.9977424196369141
0.65,44,0.9979654168878619
0.65,45,0.9981660383919251
0.65,46,0.9983465754543036
0.65,47,0.9985090784340381
0.65,48,0.9986553829784524
0.65,49,0.9987871332687087
0.65,50,0.9989058026372897
0.65,51,0.9990127118714439
0.65,52,0.9991090454764545
0.65,53,0.9991958661379714
0.65,54,0.9992741275927621
0.65,55,0.9993446860914017
0.65,56,0.9994083106139472
0.65,57,0.999465691980218
0.65,58,0.9995174509792851
0.65,59,0.999564145628012
0.65,60,0.9996062776555547
0.65,61,0.9996442982994092
0.65,62,0.9996786134887106
0.65,63,0.9997095884817637
0.65,64,0.9997375520171589
0.65,65,0.9997628000311086
0.65,66,0.9997855989877057
0.65,67,0.9998061888635837
0.65,68,0.9998247858238637
0.65,69,0.9998415846221754
0.65,70,0.9998567607539545
0.65,71,0.9998704723890176
0.65,72,0.9998828621065866
0.65,73,0.9998940584534429
0.65,74,0.9999041773436326
0.65,75,0.9999133233162047
0.65,76,0.9999215906656783
0.65,77,0.999929064458384
0.65,78,0.9999358214464246
0.65,79,0.9999419308897787
0.65,80,0.9999474552959304
0.65,81,0.9999524510854687
0.65,82,0.9999569691911802
0.65,83,0.9999610555974002
0.65,84,0.9999647518256769
0.65,85,0.9999680953721732
0.65,86,0.9999711201016767
0.65,87,0.999973856602595
0.65,88,0.999976332506846
0.65,89,0.9999785727781639
0.65,90,0.9999805999719904
0.65,91,0.9999824344697819
0.65,92,0.9999840946902826
0.65,93,0.999985597280066
0.65,94,0.9999869572853881
0.65,95,0.9999881883072266
0.65,96,0.9999893026411535
0.65,97,0.9999903114035481
0.65,98,0.9999912246455038
0.65,99,0.9999920514556312
0.65,100,0.9999928000528615
0.66,1,0.66
0.66,2,0.731808
0.66,3,0.7801491456
0.66,4,0.8163083225088
0.66,5,0.8447077400529716
0.66,6,0.867649925521855
