time,humidity,temperature
171879999, 88.10, 22.60
171919998, 88.10, 22.60
171939999, 88.20, 22.60
171959999, 88.30, 22.60
171979999, 88.30, 22.60
172019998, 88.40, 22.60
172039998, 88.20, 22.60
172059999, 88.30, 22.60
172079998, 88.70, 22.60
172099999, 88.60, 22.60
172139999, 88.60, 22.60
172159998, 88.40, 22.60
172179999, 88.60, 22.70
172199998, 88.40, 22.60
172219998, 88.40, 22.60
172259998, 88.50, 22.60
172279999, 88.60, 22.60
172299998, 88.60, 22.60
172339999, 88.40, 22.60
172359998, 88.50, 22.60
172399998, 88.50, 22.60
172419999, 88.40, 22.70
172439999, 88.40, 22.70
172459999, 88.50, 22.60
172499998, 88.60, 22.60
172539999, 88.60, 22.60
172579999, 88.70, 22.70
172599999, 88.80, 22.60
172619999, 88.30, 22.60
172640000, 88.40, 22.60
172659999, 88.30, 22.60
172679999, 88.30, 22.60
172700000, 88.30, 22.60
172720001, 88.40, 22.60
172739999, 88.30, 22.60
172760000, 88.20, 22.60
172780000, 88.30, 22.60
172800000, 88.30, 22.60
172819999, 88.20, 22.60
172839999, 88.20, 22.60
172859999, 88.30, 22.60
172880000, 88.30, 22.60
172899998, 88.30, 22.70
172919998, 88.10, 22.60
172939999, 88.10, 22.60
172959998, 88.30, 22.70
172979999, 87.30, 21.00
173000000, 88.60, 22.70
173019999, 88.20, 22.70
173039998, 88.30, 22.70
173059998, 88.30, 22.70
173080000, 88.00, 22.70
173099999, 87.90, 22.70
173120000, 87.60, 22.70
173140000, 87.90, 22.70
173159999, 88.10, 22.70
173179999, 88.10, 22.70
173200000, 88.30, 22.70
173219999, 88.20, 22.70
173239999, 88.30, 22.70
173259999, 88.10, 22.70
173280000, 88.00, 22.80
173299999, 88.00, 22.70
173319999, 88.10, 22.80
173340000, 88.00, 22.90
173360000, 87.90, 22.80
173379998, 88.10, 22.80
173399999, 87.90, 22.80
173419999, 88.10, 22.80
173439998, 88.00, 22.80
173479999, 88.10, 22.80
173499999, 88.20, 22.80
173519998, 88.10, 22.80
173539999, 87.40, 21.80
173559999, 88.00, 22.80
173600000, 87.00, 22.80
173619998, 87.80, 22.80
173639998, 88.10, 22.90
173659999, 88.00, 22.90
173680000, 88.00, 22.80
173699999, 87.70, 22.90
173719999, 87.60, 22.80
173740000, 87.80, 22.90
173779998, 87.70, 22.90
173799999, 87.50, 22.80
173820000, 87.50, 22.80
173859999, 87.50, 22.80
173879999, 87.40, 22.80
173919998, 87.50, 22.80
173939999, 87.60, 22.90
173959999, 86.90, 21.90
174000000, 87.50, 22.90
174019999, 87.40, 22.90
174059999, 87.30, 22.80
174079998, 87.00, 22.80
174099999, 87.60, 22.80
174119999, 87.40, 22.90
174139999, 87.70, 22.90
174159998, 87.50, 22.90
174179999, 87.50, 22.90
174200000, 87.60, 22.80
174219999, 87.60, 22.90
174239998, 87.40, 22.90
174259998, 87.30, 22.90
174279999, 87.30, 22.90
174299999, 87.30, 22.90
174320000, 87.60, 23.30
174339998, 87.30, 22.90
174359999, 87.50, 22.90
174379999, 87.40, 22.90
174400000, 87.40, 22.90
174419998, 87.40, 22.80
174459999, 87.50, 22.90
174480000, 87.40, 22.90
174499998, 87.50, 22.90
174519999, 87.60, 22.90
174539999, 87.50, 22.90
174560000, 87.60, 22.90
174599998, 87.50, 22.90
174619999, 87.40, 22.90
174639998, 87.30, 22.90
174659998, 87.20, 22.90
174679999, 88.00, 24.30
174699999, 87.10, 22.90
174739998, 87.10, 22.90
174759999, 87.00, 22.90
174779999, 87.10, 22.90
174819998, 87.00, 22.90
174839999, 86.90, 22.90
174879998, 87.20, 23.20
174899999, 86.90, 22.90
174919998, 87.30, 22.90
174939999, 87.10, 22.90
174959998, 87.00, 22.90
174979999, 87.00, 22.90
174999999, 86.90, 23.00
175019999, 86.80, 22.90
175059998, 86.80, 23.00
175079999, 86.80, 22.90
175119998, 87.00, 23.00
175139999, 87.00, 22.90
175179999, 86.60, 23.00
175199998, 86.60, 23.20
175219999, 87.20, 23.00
175239999, 87.00, 22.90
175259999, 86.90, 22.90
175279998, 86.60, 22.90
175299998, 86.80, 23.00
175339999, 87.00, 23.00
175360000, 86.90, 22.90
175379999, 86.40, 22.30
175400000, 86.90, 23.00
175419999, 86.80, 23.00
175439998, 86.00, 21.50
175479998, 87.00, 23.00
175499999, 86.90, 23.00
175519998, 84.40, 19.00
175539998, 86.80, 23.00
175559999, 86.80, 23.00
175579999, 86.90, 23.10
175599998, 86.80, 23.00
175619999, 86.90, 23.10
175639999, 86.60, 23.00
175659999, 86.70, 23.10
175679998, 86.90, 23.00
175699999, 86.90, 23.10
175719999, 86.70, 22.80
175760000, 87.00, 23.00
175779998, 86.90, 23.00
175799999, 86.90, 23.10
175820000, 87.00, 23.10
175840000, 87.10, 23.10
175859999, 87.40, 23.10
175879999, 87.50, 23.10
175899999, 87.60, 23.50
175920000, 87.20, 23.10
175939999, 87.20, 23.10
175959998, 87.00, 23.10
176000000, 86.90, 23.10
176019999, 87.00, 23.10
176059998, 87.80, 23.10
176099999, 87.00, 23.10
176119999, 87.80, 23.10
176140000, 87.20, 23.10
176159998, 87.30, 23.10
176179998, 87.10, 23.10
176199999, 87.00, 23.10
176220000, 86.90, 23.10
176240000, 86.70, 23.10
176279999, 87.00, 23.10
176319998, 86.80, 23.10
176339999, 86.70, 23.20
176359999, 86.30, 23.20
176379998, 86.10, 23.20
176399998, 86.30, 23.20
176419999, 86.30, 23.20
176439999, 86.30, 23.20
176459999, 86.30, 23.20
176480000, 86.10, 23.20
176499999, 86.10, 23.20
176519999, 86.10, 23.20
176539999, 83.70, 19.60
176559998, 86.10, 23.20
176599999, 86.00, 23.20
176639998, 84.60, 23.20
176659999, 85.70, 23.20
176679999, 85.90, 23.20
176699999, 85.70, 23.20
176720000, 85.70, 23.20
176739999, 85.80, 23.50
176759999, 85.60, 23.30
176779999, 85.50, 23.20
176799998, 85.30, 23.20
176819999, 85.30, 23.20
176839999, 85.10, 23.20
176879998, 84.90, 23.20
176899998, 84.70, 23.20
176939999, 84.70, 23.20
176959998, 84.80, 23.20
176979999, 84.90, 23.20
177019999, 84.90, 23.20
177059999, 84.90, 23.20
177079999, 84.90, 23.10
177099999, 85.20, 23.20
177120000, 85.00, 23.10
177139999, 85.00, 23.10
177159999, 85.10, 23.10
177199998, 85.20, 23.20
177219999, 85.20, 23.10
177239999, 85.20, 23.20
177279998, 85.20, 23.10
177319999, 85.00, 23.10
177339999, 84.90, 23.20
177360000, 83.10, 20.20
177399999, 84.90, 23.10
177419999, 85.00, 23.10
177439998, 84.90, 23.10
177459998, 84.80, 23.10
177479999, 85.10, 23.50
177499998, 84.90, 23.10
177520000, 84.90, 23.10
177539998, 85.10, 23.10
177560000, 85.60, 23.20
177579999, 85.40, 23.10
177599998, 83.50, 20.30
177640000, 85.30, 23.10
177659999, 85.30, 23.20
177679998, 85.30, 23.10
177699999, 85.40, 23.10
177719999, 85.30, 23.10
177739999, 85.30, 23.10
177760000, 85.30, 23.10
177799999, 85.40, 23.10
177819999, 85.20, 23.10
177839998, 85.30, 23.20
177859998, 85.30, 23.20
177879999, 85.30, 23.20
177900000, 85.20, 23.20
177920000, 85.20, 23.20
177939999, 85.10, 23.20
177979999, 85.00, 23.10
177999998, 84.80, 23.20
178019999, 84.50, 23.20
178060000, 85.10, 24.20
178080000, 84.50, 23.20
178119999, 84.50, 23.20
178139999, 84.30, 23.20
178160000, 84.20, 23.20
178179999, 84.30, 23.20
178199999, 84.40, 23.20
178219999, 84.40, 23.20
178240000, 84.50, 23.20
178259999, 84.40, 23.20
178279999, 84.50, 23.20
178299999, 84.50, 23.20
178319998, 84.50, 23.20
178339999, 84.50, 23.20
178359999, 84.60, 23.20
178399998, 84.50, 23.00
178439999, 84.60, 23.20
178460000, 84.60, 23.20
178479998, 84.50, 23.20
178499999, 84.70, 23.20
178519998, 84.90, 23.50
178540000, 84.50, 23.20
178559998, 84.50, 23.20
178579999, 84.50, 23.20
178619999, 84.40, 23.20
178640000, 84.30, 23.20
178659998, 84.00, 22.50
178679999, 84.30, 23.20
178699999, 84.60, 23.20
178739999, 84.50, 23.20
178779999, 84.50, 23.20
178800000, 84.50, 23.20
178819998, 84.30, 23.20
178839999, 84.50, 23.60
178859999, 84.30, 23.20
178880000, 84.20, 23.20
178899998, 84.20, 23.20
178919998, 84.30, 23.20
178959998, 83.50, 22.00
178999999, 84.20, 23.20
179019999, 84.10, 23.20
179059998, 84.00, 23.20
179079999, 84.20, 23.20
179100000, 84.00, 23.20
179120000, 84.00, 23.20
179139999, 82.50, 20.90
179159999, 84.00, 23.20
179179999, 83.90, 23.20
179219998, 84.10, 23.20
179239999, 84.10, 23.20
179279998, 84.10, 23.20
179299999, 84.10, 23.20
179319999, 84.00, 23.20
179359998, 83.90, 23.20
179379999, 83.90, 23.20
179399999, 84.00, 23.20
179419999, 84.00, 23.20
179439998, 84.00, 23.20
179459999, 83.00, 21.70
179479999, 83.80, 23.20
179499999, 83.70, 23.20
179539998, 83.60, 23.20
179579998, 83.60, 23.20
179619998, 83.70, 23.20
179639999, 83.80, 23.20
179659999, 83.70, 23.20
179680000, 83.70, 23.20
179699999, 83.70, 23.20
179719999, 83.50, 23.20
179739998, 83.60, 23.20
179759998, 83.60, 23.20
179779998, 83.50, 23.20
179800000, 83.50, 23.20
179820000, 83.40, 23.20
179859999, 83.30, 23.20
179879999, 83.20, 23.20
179899999, 83.10, 23.20
179939999, 83.10, 23.20
179959999, 82.90, 23.20
179979999, 82.90, 23.20
180000000, 82.80, 23.20
180019999, 82.50, 23.20
180039999, 82.50, 23.20
180060000, 82.40, 23.20
180099998, 82.30, 23.30
180119999, 82.40, 23.30
180139999, 82.30, 23.20
180179999, 82.30, 23.20
180199999, 82.30, 23.20
180219999, 82.60, 23.20
180239998, 82.70, 23.20
180279998, 82.60, 23.20
180319998, 82.70, 23.20
180339998, 82.90, 23.30
180379999, 82.90, 23.20
180399998, 82.90, 23.20
180419998, 83.10, 23.20
180439998, 83.00, 23.20
180459999, 83.00, 23.20
180499999, 83.00, 23.30
180519999, 82.90, 23.30
180540000, 82.90, 23.20
180579998, 83.00, 23.30
180600000, 83.00, 23.30
180640000, 82.90, 23.20
180679999, 82.90, 23.30
180699999, 81.40, 21.00
180719998, 83.20, 23.50
180759999, 83.10, 23.40
180779999, 83.00, 23.30
180800000, 83.00, 23.30
180819999, 83.00, 23.30
180859999, 83.20, 23.30
180879998, 82.90, 23.30
180899998, 83.20, 23.30
180919999, 83.20, 23.30
180960000, 83.20, 23.30
180979999, 83.30, 23.30
180999998, 83.20, 23.30
181039998, 83.30, 23.30
181059999, 83.20, 23.30
181079999, 83.50, 23.30
181120000, 83.40, 23.30
181139999, 83.30, 23.30
181159999, 83.30, 23.30
181179999, 83.30, 23.30
181200000, 83.30, 23.30
181219998, 83.40, 23.30
181239999, 83.90, 24.10
181279998, 83.40, 23.30
181299999, 83.40, 23.30
181319999, 81.90, 20.90
181340000, 83.40, 23.30
181360000, 83.40, 23.30
181379999, 83.40, 23.30
181399999, 83.40, 23.30
181420000, 83.40, 23.30
181439998, 83.40, 23.30
181460000, 83.30, 23.30
181479999, 83.30, 23.30
181519998, 83.30, 23.30
181539999, 83.30, 23.30
181579999, 83.30, 23.40
181619999, 83.30, 23.30
181639999, 83.20, 23.30
181659999, 83.20, 23.30
181679998, 83.30, 23.40
181699999, 83.20, 23.30
181720000, 83.30, 23.40
181739998, 83.50, 23.40
181760000, 83.40, 23.40
181799998, 83.50, 23.40
181839998, 83.60, 23.40
181859999, 83.90, 24.10
181879999, 83.30, 23.40
181899999, 83.50, 23.40
181919998, 83.40, 23.40
181939999, 83.50, 23.40
181959998, 83.40, 23.40
181979999, 83.50, 23.40
182019998, 83.40, 23.40
182039999, 83.40, 23.40
182079998, 83.70, 23.40
182099999, 83.80, 23.40
182119999, 83.80, 23.20
182139999, 83.80, 23.40
182159998, 83.80, 23.50
182179999, 83.60, 23.40
182200000, 83.60, 23.40
182220000, 83.50, 23.40
182240000, 83.60, 23.40
182279999, 83.60, 23.40
182299998, 83.50, 23.20
182319998, 83.60, 23.40
182339999, 83.60, 23.40
182359999, 83.60, 23.40
182379999, 83.40, 23.40
182399998, 83.40, 23.40
182419998, 83.50, 23.40
182440000, 83.50, 23.40
182459999, 83.70, 23.40
182499998, 83.80, 23.40
182539999, 83.70, 23.40
182579999, 83.50, 23.40
182619999, 83.60, 23.50
182639998, 83.40, 23.50
182659999, 83.40, 23.50
182679999, 83.10, 23.50
182719998, 83.00, 23.50
182759998, 82.90, 23.50
182799998, 82.90, 23.50
182819998, 82.90, 23.50
182839999, 82.80, 23.50
182860000, 82.80, 23.50
182879998, 82.80, 23.50
182919999, 82.80, 23.40
182939999, 82.80, 23.50
182979999, 82.80, 23.50
183019999, 82.80, 23.50
183040000, 82.80, 23.40
183059999, 82.90, 23.50
183099999, 82.80, 23.50
183119998, 82.80, 23.50
183139999, 82.80, 23.50
183159998, 82.60, 23.50
183179999, 82.70, 23.50
183199998, 82.60, 23.50
183220000, 82.60, 23.50
183239999, 82.70, 23.50
183260000, 82.70, 23.50
183280000, 82.70, 23.50
183299999, 83.00, 23.90
183339999, 82.70, 23.50
183360000, 82.70, 23.50
183379999, 82.70, 23.50
183399999, 82.70, 23.50
183420000, 82.50, 23.50
183440000, 82.70, 23.50
183459999, 82.70, 23.50
183479999, 82.70, 23.50
183519998, 82.40, 23.40
183539998, 82.60, 23.50
183559999, 82.60, 23.50
183599998, 82.60, 23.50
183619998, 82.70, 23.50
183639998, 82.70, 23.50
183680000, 82.70, 23.50
183699999, 82.70, 23.50
183739999, 82.60, 23.50
183759998, 82.60, 23.50
183800000, 82.60, 23.50
183819999, 82.50, 23.50
183839998, 82.30, 23.50
183859998, 82.10, 23.50
183879999, 82.20, 23.50
183900000, 80.80, 21.00
183919998, 82.40, 23.60
183940000, 82.40, 23.50
183979999, 82.30, 23.50
184019999, 82.30, 23.50
184039999, 81.40, 22.50
184060000, 82.20, 23.60
184079998, 82.20, 23.60
184119998, 82.20, 23.60
184140000, 82.20, 23.60
184159998, 82.10, 23.50
184179999, 82.10, 23.50
184219999, 82.20, 23.60
184239998, 82.20, 23.60
184260000, 82.20, 23.60
184279999, 82.20, 23.60
184300000, 82.30, 23.60
184320000, 82.40, 23.60
184339998, 82.30, 23.10
184359998, 82.50, 23.60
184379999, 82.50, 23.50
184419998, 82.50, 23.60
184440000, 82.40, 23.60
184460000, 82.30, 23.60
184480000, 82.20, 23.60
184519998, 82.10, 23.60
184539999, 82.20, 23.60
184559998, 82.60, 23.90
184579998, 82.30, 23.60
184619999, 82.40, 23.60
184659999, 82.20, 23.60
184699999, 82.10, 23.60
184720000, 82.10, 23.60
184740000, 82.20, 23.60
184759999, 82.10, 23.60
184779999, 82.10, 23.60
184800000, 82.00, 23.60
184839999, 82.00, 23.60
184860000, 82.10, 23.60
184879998, 81.90, 23.60
184899999, 82.20, 23.60
184919999, 82.20, 23.60
184959998, 82.20, 23.60
184999999, 82.20, 23.60
185039998, 82.50, 24.00
185079998, 82.50, 23.60
185099999, 82.60, 23.60
185119998, 82.60, 23.60
185139999, 82.50, 23.60
185179999, 82.40, 23.60
185199998, 82.40, 23.70
185239999, 82.20, 23.70
185279998, 82.20, 23.70
185299999, 82.10, 23.70
185319999, 80.00, 20.40
185339999, 82.00, 23.70
185359998, 81.90, 23.60
185379998, 81.90, 23.60
185399999, 81.90, 23.60
185440000, 81.90, 23.70
185479998, 81.90, 23.70
185500000, 81.80, 23.60
185519998, 81.80, 23.60
185539998, 81.90, 23.60
185560000, 82.10, 23.70
185579999, 81.90, 23.60
185600000, 82.00, 23.70
185619999, 82.00, 23.70
185639999, 81.90, 23.60
185660000, 81.90, 23.70
185679998, 81.70, 23.70
185699999, 81.80, 23.70
185719998, 81.80, 23.70
185740000, 81.80, 23.70
185779999, 81.70, 23.60
185799999, 81.70, 23.70
185820000, 81.70, 23.60
185859998, 81.70, 23.70
185880000, 81.70, 23.70
185900000, 81.90, 23.60
185919998, 82.10, 23.70
185939999, 82.10, 23.70
185960000, 82.00, 23.60
185979999, 82.10, 23.60
186000000, 82.30, 23.70
186019999, 82.20, 23.70
186039999, 82.30, 23.70
186059999, 82.30, 23.70
186099998, 82.30, 23.70
186119999, 82.20, 23.70
186139999, 82.10, 23.70
186159998, 82.20, 23.70
186199998, 82.10, 23.70
186219999, 82.10, 23.70
186239998, 82.00, 23.70
186259999, 82.10, 23.70
186299999, 81.10, 22.30
186319998, 82.00, 23.70
186339999, 81.90, 23.70
186359999, 81.80, 23.70
186399998, 81.80, 23.70
186419999, 80.50, 21.70
186439998, 81.80, 23.60
186459999, 81.80, 23.70
186480000, 82.00, 23.70
186519998, 82.00, 23.70
186540000, 81.90, 23.70
186579998, 82.00, 23.70
186599999, 82.10, 23.70
186620000, 81.90, 23.70
186639998, 81.90, 23.70
186679999, 81.90, 23.70
186699999, 81.50, 23.00
186719998, 81.90, 23.70
186759999, 81.00, 22.00
186779999, 82.20, 23.70
186819998, 82.00, 23.70
186840000, 82.00, 23.70
186859999, 81.90, 23.70
186879998, 81.80, 23.70
186899999, 81.90, 23.70
186939999, 81.80, 23.70
186959998, 81.80, 23.70
186979999, 81.70, 23.70
186999998, 81.60, 23.70
187039998, 81.60, 23.70
187059998, 81.70, 23.70
187079999, 81.60, 23.70
187119998, 81.90, 24.30
187139999, 81.40, 23.70
187159998, 81.70, 23.70
187179999, 81.60, 23.70
187200000, 81.50, 23.80
187239998, 81.50, 23.70
187260000, 81.50, 23.80
187299999, 81.30, 23.70
187339999, 81.30, 23.70
187360000, 81.40, 23.70
187379998, 81.50, 23.70
187399999, 81.20, 23.70
187419999, 81.50, 23.70
187440000, 81.60, 23.70
187459998, 81.70, 23.80
187479999, 81.60, 23.80
187499999, 81.60, 23.70
187520000, 81.50, 23.70
187539998, 81.50, 23.80
187559999, 81.40, 23.70
187580000, 81.50, 23.80
187619998, 81.60, 23.80
187639999, 81.50, 23.70
187659999, 81.50, 23.80
187699999, 81.60, 23.70
187719999, 81.60, 23.80
187759998, 81.60, 23.80
187779998, 81.50, 23.80
187799999, 81.50, 23.80
187819999, 81.30, 23.70
187859998, 81.30, 23.70
187899998, 80.70, 22.70
187919998, 81.40, 23.70
187939998, 82.00, 24.30
187959999, 81.80, 23.70
187980000, 81.90, 23.70
187999998, 82.10, 23.80
188019999, 82.10, 23.80
188059999, 82.10, 23.80
188080000, 82.00, 23.80
188099999, 82.10, 23.80
188139998, 82.00, 23.80
188179998, 82.10, 23.70
188200000, 81.90, 23.80
188219999, 81.90, 23.80
188259999, 81.90, 23.80
188280000, 81.90, 23.80
188319998, 82.00, 23.70
188339999, 82.30, 23.80
188379999, 82.20, 23.70
188400000, 82.20, 23.80
188419999, 82.30, 23.80
188439999, 82.40, 23.80
188459999, 82.40, 23.80
188479998, 82.50, 23.80
188499998, 82.50, 23.80
188520000, 82.40, 23.80
188539999, 82.20, 23.80
188559998, 82.30, 23.80
188599999, 82.60, 24.10
188639998, 82.20, 23.70
188679998, 82.40, 23.80
188720000, 82.10, 23.80
188739999, 82.30, 23.80
188759999, 82.30, 23.80
188780000, 82.10, 23.70
188799998, 82.20, 23.70
188819999, 82.30, 23.80
188839999, 82.30, 23.70
188879998, 82.20, 23.70
188919999, 82.10, 23.70
188939999, 82.20, 23.70
188979999, 82.10, 23.70
188999999, 82.10, 23.70
189019999, 82.10, 23.70
189039998, 82.20, 23.70
189059999, 82.30, 23.70
189099999, 82.30, 23.70
189119998, 82.30, 23.70
189139999, 82.50, 23.70
189179999, 82.30, 23.70
189200000, 82.30, 23.70
189219999, 82.30, 23.70
189239999, 82.20, 23.70
189259999, 82.20, 23.70
189299998, 82.20, 23.70
189319999, 82.30, 23.70
189339999, 82.40, 23.70
189360000, 82.30, 23.60
189379998, 82.50, 23.70
189399998, 82.50, 23.70
189419999, 82.50, 23.70
189439998, 82.50, 23.70
189459999, 82.60, 23.70
189479999, 82.70, 23.70
189499999, 82.50, 23.70
189519998, 82.50, 23.70
189539998, 82.50, 23.70
189559999, 82.50, 23.70
189579999, 82.50, 23.70
189619999, 82.50, 23.70
189639999, 82.50, 23.70
189660000, 82.40, 23.60
189679998, 82.50, 23.70
189700000, 82.50, 23.70
189719998, 82.50, 23.70
189739999, 82.50, 23.70
189760000, 82.60, 23.70
189779999, 82.60, 23.70
189799999, 82.50, 23.70
189819999, 82.40, 23.70
189840000, 82.60, 23.70
189859999, 82.60, 23.70
189879999, 82.60, 23.70
189899999, 82.60, 23.70
189939999, 82.60, 23.70
189959999, 82.70, 23.70
189979999, 82.60, 23.70
190000000, 82.60, 23.70
190019998, 82.70, 23.70
190039999, 82.80, 23.70
190060000, 82.90, 23.70
190080000, 82.70, 23.70
190099999, 82.80, 23.70
190119999, 82.80, 23.70
190139999, 82.70, 23.70
190160000, 82.80, 23.70
190179999, 82.80, 23.80
190199999, 82.80, 23.70
190219999, 82.70, 23.70
190240000, 83.80, 25.40
190259998, 82.60, 23.70
190279999, 82.60, 23.70
190299998, 82.60, 23.70
190320000, 82.70, 23.70
190339998, 82.70, 23.70
190359999, 82.60, 23.70
190380000, 82.70, 23.70
190400000, 82.70, 23.70
190419999, 82.70, 23.70
190439999, 82.70, 23.70
190460000, 82.70, 23.70
190479998, 82.90, 23.70
190500000, 82.90, 23.70
190519999, 82.80, 23.70
190540000, 82.90, 23.70
190559998, 82.90, 23.70
190599999, 82.80, 23.70
190619999, 82.70, 23.70
190640000, 82.70, 23.70
190659998, 82.70, 23.70
190679999, 82.70, 23.70
190700000, 82.70, 23.70
190720000, 82.70, 23.70
190739999, 82.70, 23.70
190779999, 82.70, 23.70
190799998, 82.70, 23.70
190819999, 82.60, 23.70
190859999, 82.60, 23.70
190879998, 82.60, 23.70
190899999, 82.60, 23.70
190919999, 82.50, 23.70
190939999, 82.60, 23.70
190960000, 82.70, 23.70
190999999, 82.80, 23.70
191020000, 82.80, 23.70
191039998, 82.70, 23.70
191059999, 82.70, 23.70
191079999, 82.60, 23.70
191119998, 82.60, 23.70
191139999, 82.50, 23.80
191159999, 82.50, 23.70
191180000, 82.50, 23.70
191199998, 82.40, 23.70
191219999, 82.30, 23.70
191239999, 82.30, 23.70
191259998, 82.30, 23.70
191299999, 82.30, 23.70
191319999, 82.30, 23.70
191339999, 82.40, 23.80
191360000, 82.30, 23.70
191379999, 82.30, 23.70
191399998, 82.40, 23.80
191419999, 82.40, 23.70
191439998, 82.50, 23.80
191459998, 82.30, 23.70
191479998, 82.30, 23.70
191519998, 82.40, 23.70
191539999, 82.30, 23.70
191559999, 82.00, 23.30
191580000, 82.40, 23.70
191600000, 82.40, 23.70
191619999, 82.30, 23.70
191639999, 82.30, 23.70
191659999, 82.30, 23.70
191680000, 82.30, 23.80
191699998, 82.20, 23.70
191719999, 82.30, 23.70
191740000, 82.20, 23.70
191759998, 82.20, 23.70
191779999, 82.20, 23.70
191799998, 82.30, 23.70
191819999, 82.30, 23.70
191840000, 82.30, 23.70
191859999, 82.30, 23.70
191879999, 82.30, 23.80
191899999, 82.30, 23.70
191919998, 82.40, 23.70
191939998, 82.30, 23.70
191959999, 82.50, 23.70
191979999, 82.50, 23.70
192000000, 82.50, 23.70
192039999, 82.50, 23.70
192060000, 82.60, 23.70
192080000, 82.60, 23.70
192099999, 82.60, 23.70
192139999, 82.60, 23.70
192159998, 82.60, 23.70
192179999, 82.70, 23.70
192219999, 82.70, 23.70
192240000, 82.70, 23.70
192259999, 82.60, 23.70
192279999, 82.60, 23.70
192300000, 82.60, 23.70
192320000, 82.60, 23.70
192339999, 82.60, 23.70
192359999, 82.60, 23.70
192379999, 82.60, 23.70
192399998, 82.60, 23.70
192419998, 82.50, 23.70
192460000, 82.60, 23.70
192479998, 82.50, 23.70
192499999, 82.60, 23.70
192519999, 82.50, 23.70
192539999, 82.60, 23.70
192559998, 82.50, 23.70
192579999, 82.50, 23.70
192599998, 82.50, 23.70
192619999, 82.40, 23.70
192640000, 82.40, 23.70
192659999, 82.40, 23.70
192679999, 82.40, 23.70
192699999, 82.40, 23.70
192720000, 82.40, 23.70
192739998, 82.30, 23.70
192759998, 82.50, 23.70
192780000, 82.40, 23.70
192800000, 82.50, 23.70
192819999, 82.50, 23.70
192840000, 82.50, 23.70
192860000, 82.50, 23.70
192880000, 82.40, 23.70
192899999, 82.40, 23.70
192919998, 82.50, 23.70
192939999, 82.50, 23.70
192959998, 82.40, 23.70
192999998, 82.50, 23.70
193019999, 82.50, 23.70
193039998, 82.40, 23.70
193079999, 82.40, 23.70
193100000, 82.40, 23.70
193120000, 82.40, 23.70
193139999, 82.30, 23.70
193179999, 82.40, 23.70
193200000, 82.40, 23.70
193219999, 82.50, 23.70
193239999, 82.40, 23.70
193259999, 82.40, 23.70
193280000, 81.70, 22.40
193319999, 82.40, 23.70
193340000, 82.40, 23.70
193359998, 82.40, 23.70
193379998, 82.50, 23.70
193399999, 82.50, 23.70
193419999, 82.50, 23.70
193439998, 82.40, 23.80
193459999, 82.40, 23.70
193480000, 82.50, 23.70
193499999, 82.50, 23.70
193520000, 82.50, 23.70
193559998, 82.60, 23.80
193579999, 82.60, 23.70
193599998, 82.50, 23.80
193639998, 82.60, 23.80
193659999, 82.60, 23.70
193679998, 82.60, 23.80
193699998, 82.70, 23.80
193719999, 82.60, 23.80
193740000, 82.50, 23.70
193779998, 82.50, 23.80
193799999, 82.40, 23.80
193819999, 82.50, 23.80
193840000, 82.50, 23.80
193859999, 82.50, 23.80
193879999, 82.60, 23.80
193899998, 82.70, 23.80
193920000, 82.60, 23.80
193939999, 82.60, 23.80
193959999, 82.60, 23.70
193979999, 82.60, 23.70
193999998, 82.70, 23.80
194039999, 82.80, 23.80
194060000, 82.70, 23.80
194080000, 82.60, 23.70
194099999, 82.50, 23.80
194119999, 82.50, 23.80
194140000, 82.50, 23.80
194160000, 82.50, 23.80
194179999, 82.50, 23.80
194199999, 82.60, 23.80
194219999, 82.60, 23.80
194240000, 82.60, 23.80
194259999, 82.60, 23.80
194280000, 82.60, 23.80
194299999, 82.50, 23.80
194320000, 82.70, 23.80
194339999, 82.60, 23.80
194359999, 82.60, 23.80
194380000, 82.60, 23.80
194399998, 82.50, 23.80
194419999, 82.60, 23.80
194439999, 82.60, 23.80
194460000, 82.60, 23.80
194499998, 82.50, 23.80
194519999, 82.50, 23.80
194540000, 82.50, 23.80
194560000, 82.50, 23.80
194579999, 82.50, 23.80
194599999, 82.60, 23.80
194619999, 82.60, 23.80
194640000, 82.50, 23.80
194659998, 82.50, 23.80
194679999, 82.60, 23.80
194699999, 82.60, 23.80
194719998, 82.50, 23.80
194739998, 83.90, 25.70
194759999, 82.60, 23.80
194780000, 82.70, 23.80
194800000, 82.50, 23.80
194819999, 82.50, 23.80
194839999, 82.50, 23.80
194859999, 82.50, 23.80
194879998, 82.50, 23.80
194899998, 82.40, 23.80
194919999, 82.30, 23.70
194940000, 82.40, 23.80
194959998, 82.40, 23.80
194979998, 82.40, 23.80
195000000, 82.40, 23.80
195019999, 82.40, 23.80
195040000, 82.30, 23.80
195059999, 82.30, 23.80
195080000, 82.30, 23.80
195100000, 82.40, 23.80
195139998, 82.40, 23.80
195159999, 82.40, 23.80
195180000, 82.40, 23.80
195219999, 82.40, 23.80
195259999, 82.40, 23.80
195279998, 82.50, 23.80
195299998, 82.40, 23.80
195339998, 82.40, 23.80
195359998, 82.30, 23.80
195379999, 82.40, 23.80
195399999, 82.40, 23.80
195419999, 82.50, 23.80
195439998, 82.50, 23.80
195459998, 82.50, 23.80
195479998, 82.60, 23.80
195499999, 82.60, 23.80
195519998, 82.50, 23.80
195539999, 82.50, 23.80
195559999, 82.50, 23.80
